9.8147,5.9058,4.127,3.9134,2.6324,4.0975,6.2785,5.5469,8.9575,0.57922,0,1.0959,0,0,1.0656,0,0.40357,0,0.77431,0,1.1392,0,0,1.1655,0,0.81712,0,459.65,701.58,309.71,809.57,904.85,208,701.42,404.22,809.16,24.246,0,24.67,0,0,43.394,0,13.789,0,446.03,10.622,456.65,576.82,62.273,977.31,1377.6,328.6,9.6196,1039.4,515.2,11.473,526.67
9.706,5.0318,4.2769,3.0462,2.0971,4.8235,6.6948,5.3171,8.9502,0.57094,0,1.0755,0,0,1.0276,0,0.46797,0,0.79597,0,1.134,0,0,1.1585,0,0.82238,0,450.34,704.39,303.82,807.66,907.95,201.87,704.9,404.46,806.46,23.275,0,20.813,0,0,40.595,0,12.492,0,449.36,10.566,459.92,567.65,41.121,943.64,1357.3,322.58,12.292,1022.4,477.92,96.104,574.02
9.7513,5.2551,4.506,3.6991,2.8909,4.9593,6.5472,5.1386,8.1493,0.5616,0,1.0473,0,0,1.0352,0,0.48308,0,0.77572,0,1.1754,0,0,1.138,0,0.85678,0,452.58,708.41,302.54,808.14,902.44,209.29,703.5,401.97,802.51,22.926,0,22.749,0,0,44.586,0,11.429,0,474.44,11.231,485.67,552.75,62.102,928.62,1319.2,305.31,8.4636,1005.4,565.21,15.107,580.32
9.0759,5.054,4.5308,3.7792,2.934,4.1299,6.5688,5.4694,8.0119,0.56892,0,1.0748,0,0,1.0451,0,0.40838,0,0.75383,0,1.1996,0,0,1.1078,0,0.84427,0,453.37,701.62,307.94,803.11,905.29,201.66,706.02,402.63,806.54,21.145,0,24.567,0,0,40.762,0,14.129,0,507.07,12.365,519.44,551.56,64.552,939.09,1310.6,313.87,9.1011,987.6,538.84,15.032,553.87
9.1067,5.9619,4.0046,3.7749,2.8173,4.8687,6.0844,5.3998,8.2599,0.55499,0,1.0145,0,0,1.0853,0,0.46221,0,0.72399,0,1.1123,0,0,1.1184,0,0.824,0,458,704.31,309.11,801.82,902.64,201.46,701.36,408.69,805.8,21.755,0,22.566,0,0,42.009,0,10.38,0,463.11,11.445,474.55,579.85,63.354,941.26,1329.3,289.84,8.2208,1031.2,540.56,12.395,552.95
9.4173,5.0497,4.9027,3.9448,2.4909,4.4893,6.3377,5.9001,8.3692,0.55752,0,1.006,0,0,1.0235,0,0.43532,0,0.76491,0,1.1732,0,0,1.1648,0,0.84509,0,451.11,707.8,303.9,802.42,904.04,200.96,701.32,409.42,809.56,24.106,0,20.077,0,0,40.215,0,10.845,0,500.51,11.835,512.35,531.27,61.943,917.45,1365.6,311.57,12.671,1041.3,517.3,11.583,528.89
9.547,5.2963,4.7447,3.189,2.6868,4.1835,6.3685,5.6256,8.7802,0.58176,0,1.0795,0,0,1.0644,0,0.43786,0,0.78759,0,1.155,0,0,1.1622,0,0.8587,0,450.81,709.29,307.76,804.87,904.36,204.47,703.06,405.09,805.11,24.058,0,22.664,0,0,41.754,0,14.695,0,479.39,11.156,490.54,557.51,62.25,969.19,1369.2,333.29,16.137,1019.8,509.47,11.015,520.48
9.2077,5.3012,4.4709,3.2305,2.8443,4.1948,6.2259,5.1707,8.2277,0.52581,0,1.0409,0,0,1.0595,0,0.42622,0,0.72967,0,1.1319,0,0,1.1424,0,0.85079,0,454.36,703.11,309.23,804.3,901.85,209.05,709.8,404.39,801.11,23.014,0,23.556,0,0,41.109,0,10.587,0,472.69,11.699,484.39,562.17,62.518,963.04,1340.8,326.32,12.036,1002.5,536.95,13.147,550.1
9.0855,5.2625,4.801,3.0292,2.9289,4.7303,6.4886,5.5785,8.2373,0.53674,0,1.0988,0,0,1.0038,0,0.48852,0,0.73354,0,1.168,0,0,1.1137,0,0.87212,0,454.59,709.63,305.47,805.21,902.32,204.89,706.24,406.79,803.96,24.566,0,23.981,0,0,40.494,0,11.309,0,503.5,12.337,515.83,553.97,61.402,943.91,1324.4,315.6,12.932,995.89,531.94,12.433,544.37
9.1068,5.6538,4.4942,3.7791,2.715,4.9037,6.8909,5.3342,8.6987,0.58055,0,1.0577,0,0,1.0183,0,0.42399,0,0.79787,0,1.1713,0,0,1.15,0,0.84711,0,451.98,700.31,307.44,805,904.8,209.05,706.1,406.18,808.59,24.433,0,20.143,0,0,42.45,0,10.84,0,495,11.321,506.32,559.97,61.995,941.79,1319.7,311.04,8.7854,999.85,539.22,12.815,552.04
9.0596,5.682,4.0424,3.0714,2.5216,4.0967,6.8181,5.8175,8.7224,0.50835,0,1.0133,0,0,1.0173,0,0.43909,0,0.75269,0,1.1417,0,0,1.1657,0,0.8628,0,451.5,706.6,305.19,809.73,906.49,208,704.54,404.32,808.25,24.157,0,24.017,0,0,40.302,0,11.996,0,481.35,11.62,492.97,584.09,60.942,1009.8,1358.8,345.51,19.232,994.02,492.63,10.613,503.25
9.292,5.4317,4.0155,3.9841,2.1672,4.1062,6.3724,5.1981,8.4897,0.54177,0,1.0983,0,0,1.0301,0,0.47011,0,0.71781,0,1.1128,0,0,1.1999,0,0.81711,0,453.39,709.52,309.2,800.53,907.38,202.69,704.23,405.48,809.43,23.332,0,22.696,0,0,43.491,0,13.333,0,457.6,11.533,469.13,565.36,61.089,957.47,1369.8,321.44,9.5759,1038.8,523.12,11.481,534.6
9.0326,5.5612,4.8819,3.6692,2.1904,4.3689,6.4607,5.9816,8.1564,0.53846,0,1.0583,0,0,1.0252,0,0.42904,0,0.77302,0,1.1344,0,0,1.1584,0,0.81078,0,458.56,706.45,303.76,801.91,904.28,204.82,701.21,405.9,802.26,23.085,0,21.326,0,0,44.122,0,14.913,0,491.91,11.378,503.29,532.45,61.246,936.31,1383.6,329.31,13.313,1040.9,507.93,11.53,519.46
9.9063,5.8797,4.8178,3.2607,2.5944,4.0225,6.4253,5.3127,8.1615,0.50688,0,1.032,0,0,1.0531,0,0.46544,0,0.75313,0,1.1325,0,0,1.1106,0,0.8611,0,451.79,704.23,300.94,805.99,904.71,206.96,707,406.39,800.34,22.038,0,24.1,0,0,43.592,0,14.843,0,427.49,10.748,438.24,543.01,59.321,962.05,1386.8,344.04,15.677,1027.1,559.23,13.367,572.6
9.7788,5.4235,4.0908,3.2665,2.1537,4.281,6.4401,5.5271,8.4574,0.56951,0,1.0068,0,0,1.0255,0,0.4224,0,0.76753,0,1.1007,0,0,1.1602,0,0.83868,0,458.75,705.18,309.44,806.38,909.58,202.41,706.76,402.89,806.72,23.339,0,24.222,0,0,41.722,0,13.903,0,438.33,10.596,448.93,580.69,60.702,989.13,1389.6,331.3,16.436,1041.9,508.89,11.183,520.07
9.916,5.0012,4.4624,3.4243,2.4609,4.7702,6.3225,5.7847,8.4714,0.52428,0,1.0917,0,0,1.0269,0,0.47655,0,0.76834,0,1.1547,0,0,1.1426,0,0.86444,0,450.36,701.76,307.22,804.73,901.53,203.41,706.07,401.92,807.38,20.943,0,21.437,0,0,40.456,0,12.881,0,470.55,11.323,481.87,564.84,61.984,952.04,1370.9,313.92,11.294,1045.6,509.52,10.917,520.44
9.6476,5.679,4.6358,3.9452,2.2089,4.7093,6.2362,5.1194,8.6073,0.52564,0,1.0613,0,0,1.0582,0,0.45407,0,0.79398,0,1.1646,0,0,1.1479,0,0.86393,0,454.5,704.59,306.62,807.7,903.5,206.62,704.16,408.42,808.33,24.35,0,21.324,0,0,41.59,0,10.596,0,442.82,10.454,453.28,542.52,61.752,930.61,1387.5,313.85,12.493,1061.1,543.45,11.527,554.98
9.5447,5.6473,4.5439,3.721,2.5225,4.9937,6.2187,5.1058,8.1097,0.5192,0,1.0139,0,0,1.0696,0,0.40938,0,0.73935,0,1.1671,0,0,1.1741,0,0.85201,0,450.64,704.05,304.48,803.66,907.64,206.28,707.72,409.33,809.73,22.627,0,22.652,0,0,44.306,0,12.424,0,445.1,11.148,456.24,547.76,62.223,920.53,1356.6,302.08,8.4678,1046.1,563.92,13.212,577.13
9.3477,5.15,4.5861,3.2621,2.0445,4.7549,6.2428,5.4424,8.6878,0.52703,0,1.0197,0,0,1.0822,0,0.44299,0,0.78085,0,1.1755,0,0,1.1377,0,0.8216,0,453.59,707.36,303.95,806.83,907.04,204.42,700.2,403.31,804.24,24.439,0,21.956,0,0,43.846,0,11.984,0,473.83,11.093,484.92,548.73,63.118,950.12,1392.4,322.78,15.49,1054.1,498.58,12.26,510.84
